ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000174500	germinal center associated signaling and motility(GCSAM)	Homo sapiens				GO:0050855~regulation of B cell receptor signaling pathway,GO:2000401~regulation of lymphocyte migration,GO:2000402~negative regulation of lymphocyte migration,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0045159~myosin II binding,						Alternative splicing,Cell membrane,Complete proteome,Cytoplasm,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Germinal center B-cell-expressed transcript 2 protein,modified residue,
ENSG00000116032	glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B)	Homo sapiens				GO:0035235~ionotropic glutamate receptor signaling pathway,GO:0051205~protein insertion into membrane,GO:0051924~regulation of calcium ion transport,GO:0070588~calcium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0017146~NMDA selective glutamate receptor complex,GO:0030054~cell junction,GO:0043025~neuronal cell body,GO:0045211~postsynaptic membrane,	GO:0004970~ionotropic glutamate receptor activity,GO:0004972~NMDA glutamate receptor activity,GO:0005234~extracellular-glutamate-gated ion channel activity,GO:0005261~cation channel activity,GO:0005262~calcium channel activity,GO:0016594~glycine binding,GO:0030594~neurotransmitter receptor activity,GO:0042165~neurotransmitter binding,	IPR001320:Ionotropic glutamate receptor,IPR001508:NMDA receptor,IPR019594:Glutamate receptor, L-glutamate/glycine-binding,	hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04724:Glutamatergic synapse,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05033:Nicotine addiction,hsa05034:Alcoholism,			SM00079:PBPe,SM00918:SM00918,	Calcium,Cell junction,Cell membrane,Complete proteome,Glycoprotein,Ion channel,Ion transport,Ligand-gated ion channel,Magnesium,Membrane,Polymorphism,Postsynaptic cell membrane,Receptor,Reference proteome,Signal,Synapse,Transmembrane,Transmembrane helix,Transport,	chain:Glutamate [NMDA] receptor subunit 3B,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000170899	glutathione S-transferase alpha 4(GSTA4)	Homo sapiens				GO:0006749~glutathione metabolic process,GO:0006805~xenobiotic metabolic process,GO:0008152~metabolic process,GO:1901687~glutathione derivative biosynthetic process,	GO:0005829~cytosol,	GO:0004364~glutathione transferase activity,GO:0005515~protein binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,	IPR003080:Glutathione S-transferase, alpha class,IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,IPR012336:Thioredoxin-like fold,	hsa00480:Glutathione metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa05204:Chemical carcinogenesis,				3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:Glutathione S-transferase A4,domain:GST C-terminal,domain:GST N-terminal,helix,sequence variant,strand,turn,
ENSG00000134202	glutathione S-transferase mu 3(GSTM3)	Homo sapiens				GO:0006749~glutathione metabolic process,GO:0008065~establishment of blood-nerve barrier,GO:0008152~metabolic process,GO:0018916~nitrobenzene metabolic process,GO:0042178~xenobiotic catabolic process,GO:0043627~response to estrogen,GO:0070458~cellular detoxification of nitrogen compound,GO:1901687~glutathione derivative biosynthetic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0035686~sperm fibrous sheath,GO:0070062~extracellular exosome,	GO:0004364~glutathione transferase activity,GO:0019899~enzyme binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0043295~glutathione binding,	IPR003081:Glutathione S-transferase, Mu class,IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,IPR012336:Thioredoxin-like fold,	hsa00480:Glutathione metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa05204:Chemical carcinogenesis,				3D-structure,Complete proteome,Cytoplasm,Direct protein sequencing,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:Glutathione S-transferase Mu 3,domain:GST C-terminal,domain:GST N-terminal,helix,sequence conflict,sequence variant,strand,
ENSG00000168765	glutathione S-transferase mu 4(GSTM4)	Homo sapiens				GO:0006749~glutathione metabolic process,GO:0008152~metabolic process,GO:0018916~nitrobenzene metabolic process,GO:0042178~xenobiotic catabolic process,GO:1901687~glutathione derivative biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004364~glutathione transferase activity,GO:0005515~protein binding,GO:0019899~enzyme binding,GO:0042803~protein homodimerization activity,GO:0043295~glutathione binding,	IPR003081:Glutathione S-transferase, Mu class,IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,IPR012336:Thioredoxin-like fold,	hsa00480:Glutathione metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa05204:Chemical carcinogenesis,				3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:Glutathione S-transferase Mu 4,domain:GST C-terminal,domain:GST N-terminal,helix,sequence conflict,sequence variant,splice variant,strand,turn,
ENSG00000186281	glycerol-3-phosphate acyltransferase 2, mitochondrial(GPAT2)	Homo sapiens			Lipid metabolism,	GO:0006072~glycerol-3-phosphate metabolic process,GO:0006654~phosphatidic acid biosynthetic process,GO:0016024~CDP-diacylglycerol biosynthetic process,GO:0019432~triglyceride biosynthetic process,GO:0044255~cellular lipid metabolic process,	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0016021~integral component of membrane,	GO:0004366~glycerol-3-phosphate O-acyltransferase activity,GO:0008374~O-acyltransferase activity,	IPR002123:Phospholipid/glycerol acyltransferase,IPR022284:Glycerol-3-phosphate O-acyltransferase,	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,			SM00563:PlsC,	Acyltransferase,Alternative splicing,Complete proteome,Lipid biosynthesis,Lipid metabolism,Membrane,Mitochondrion,Mitochondrion outer membrane,Phospholipid biosynthesis,Phospholipid metabolism,Phosphoprotein,Proteomics identification,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Glycerol-3-phosphate acyltransferase 2, mitochondrial,region of interest:Acyltransferase,sequence conflict,short sequence motif:HXXXXD motif,splice variant,transmembrane region,
ENSG00000100116	glycine C-acetyltransferase(GCAT)	Homo sapiens			Posttranslational modification, protein turnover, chaperones,	GO:0006520~cellular amino acid metabolic process,GO:0006567~threonine catabolic process,GO:0009058~biosynthetic process,GO:0019518~L-threonine catabolic process to glycine,	GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,	GO:0003824~catalytic activity,GO:0008890~glycine C-acetyltransferase activity,GO:0016874~ligase activity,GO:0030170~pyridoxal phosphate binding,	IPR001917:Aminotransferase, class-II, pyridoxal-phosphate binding site,IPR004839:Aminotransferase, class I/classII,IPR011282:2-amino-3-ketobutyrate coenzyme A ligase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,	hsa00260:Glycine, serine and threonine metabolism,				Acetylation,Acyltransferase,Alternative splicing,Complete proteome,Ligase,Mitochondrion,Nucleus,Polymorphism,Proteomics identification,Pyridoxal phosphate,Reference proteome,Transferase,Transit peptide,	chain:2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial,modified residue,sequence conflict,sequence variant,transit peptide:Mitochondrion,
ENSG00000115523	granulysin(GNLY)	Homo sapiens				GO:0006968~cellular defense response,GO:0031640~killing of cells of other organism,GO:0042742~defense response to bacterium,GO:0050832~defense response to fungus,	GO:0005615~extracellular space,		IPR008138:Saposin-like type B, 2,IPR008139:Saposin B,IPR011001:Saposin-like,				SM00741:SapB,	3D-structure,Alternative splicing,Antibiotic,Antimicrobial,Complete proteome,Disulfide bond,Fungicide,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,	chain:Granulysin,disulfide bond,domain:Saposin B-type,helix,sequence conflict,sequence variant,signal peptide,splice variant,
ENSG00000100453	granzyme B(GZMB)	Homo sapiens		h_caspasePathway:Caspase Cascade in Apoptosis,h_ctlPathway:CTL mediated immune response against target cells ,h_d4gdiPathway:D4-GDI Signaling Pathway,h_DNAfragmentPathway:Apoptotic DNA fragmentation and tissue homeostasis,h_setPathway:Granzyme A mediated Apoptosis Pathway,		GO:0006915~apoptotic process,GO:0016485~protein processing,GO:0019835~cytolysis,GO:0042267~natural killer cell mediated cytotoxicity,GO:1900740~positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,	GO:0001772~immunological synapse,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0016020~membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0004252~serine-type endopeptidase activity,GO:0005515~protein binding,GO:0008236~serine-type peptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,	hsa04650:Natural killer cell mediated cytotoxicity,hsa04940:Type I diabetes mellitus,hsa05202:Transcriptional misregulation in cancer,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,			SM00020:Tryp_SPc,	3D-structure,Apoptosis,Complete proteome,Cytolysis,Direct protein sequencing,Disulfide bond,Glycoprotein,Hydrolase,Polymorphism,Protease,Proteomics identification,Reference proteome,Serine protease,Signal,Zymogen,	active site:Charge relay system,chain:Granzyme B,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),helix,propeptide:Activation peptide,sequence conflict,sequence variant,signal peptide,strand,turn,
ENSG00000100450	granzyme H(GZMH)	Homo sapiens				GO:0006915~apoptotic process,GO:0006955~immune response,GO:0016485~protein processing,GO:0019835~cytolysis,	GO:0005737~cytoplasm,GO:0016020~membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0004252~serine-type endopeptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,				SM00020:Tryp_SPc,	3D-structure,Alternative splicing,Complete proteome,Cytolysis,Disulfide bond,Glycoprotein,Hydrolase,Polymorphism,Protease,Proteomics identification,Reference proteome,Serine protease,Signal,Zymogen,	active site:Charge relay system,chain:Granzyme H,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),helix,propeptide:Activation peptide,sequence variant,signal peptide,strand,turn,
ENSG00000197540	granzyme M(GZMM)	Homo sapiens				GO:0006508~proteolysis,GO:0006915~apoptotic process,GO:0008219~cell death,GO:0019835~cytolysis,GO:0045087~innate immune response,	GO:0005576~extracellular region,GO:0016020~membrane,	GO:0004252~serine-type endopeptidase activity,GO:0005515~protein binding,GO:0008236~serine-type peptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,				SM00020:Tryp_SPc,	3D-structure,Apoptosis,Complete proteome,Cytolysis,Disulfide bond,Glycoprotein,Hydrolase,Immunity,Innate immunity,Polymorphism,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal,Zymogen,	active site:Charge relay system,chain:Granzyme M,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),helix,propeptide:Activation peptide,sequence variant,signal peptide,strand,turn,
ENSG00000257017	haptoglobin(HP)	Homo sapiens				GO:0002376~immune system process,GO:0006898~receptor-mediated endocytosis,GO:0006952~defense response,GO:0006953~acute-phase response,GO:0010942~positive regulation of cell death,GO:0042542~response to hydrogen peroxide,GO:0042742~defense response to bacterium,GO:0051354~negative regulation of oxidoreductase activity,GO:0098869~cellular oxidant detoxification,GO:2000296~negative regulation of hydrogen peroxide catabolic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0031838~haptoglobin-hemoglobin complex,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,GO:0072562~blood microparticle,	GO:0004252~serine-type endopeptidase activity,GO:0005515~protein binding,GO:0016209~antioxidant activity,GO:0030492~hemoglobin binding,	IPR000436:Sushi/SCR/CCP,IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR008292:Haptoglobin,IPR009003:Trypsin-like cysteine/serine peptidase domain,		614081~Anhaptoglobinemia,614081~Hypohaptoglobinemia,	PIRSF001137:haptoglobin,	SM00020:Tryp_SPc,SM00032:CCP,	3D-structure,Acute phase,Alternative splicing,Antibiotic,Antimicrobial,Antioxidant,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Hemoglobin-binding,Immunity,Polymorphism,Proteomics identification,Reference proteome,Repeat,Secreted,Serine protease homolog,Signal,Sushi,	chain:Haptoglobin,chain:Haptoglobin alpha chain,chain:Haptoglobin beta chain,chain:Haptoglobin-related protein,disulfide bond,domain:Peptidase S1,domain:Sushi,domain:Sushi 1,domain:Sushi 2,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,
ENSG00000163106	hematopoietic prostaglandin D synthase(HPGDS)	Homo sapiens		h_eicosanoidPathway:Eicosanoid Metabolism,		GO:0006693~prostaglandin metabolic process,GO:0007165~signal transduction,GO:0007626~locomotory behavior,GO:0019371~cyclooxygenase pathway,GO:1901687~glutathione derivative biosynthetic process,GO:2000255~negative regulation of male germ cell proliferation,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0000287~magnesium ion binding,GO:0004364~glutathione transferase activity,GO:0004667~prostaglandin-D synthase activity,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0042803~protein homodimerization activity,	IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,IPR012336:Thioredoxin-like fold,	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,				3D-structure,Calcium,Complete proteome,Cytoplasm,Fatty acid biosynthesis,Fatty acid metabolism,Isomerase,Lipid biosynthesis,Lipid metabolism,Magnesium,Metal-binding,Prostaglandin biosynthesis,Prostaglandin metabolism,Reference proteome,Transferase,	active site:Nucleophile,chain:Hematopoietic prostaglandin D synthase,chain:Prostaglandin-H2 D-isomerase,disulfide bond,domain:GST C-terminal,domain:GST N-terminal,glycosylation site:N-linked (GlcNAc...),helix,sequence conflict,sequence variant,signal peptide,strand,turn,
ENSG00000136929	hemogen(HEMGN)	Homo sapiens				GO:0007275~multicellular organism development,GO:0030154~cell differentiation,GO:0045667~regulation of osteoblast differentiation,	GO:0005654~nucleoplasm,	GO:0005515~protein binding,						Complete proteome,Developmental protein,Differentiation,Nucleus,Phosphoprotein,Reference proteome,	chain:Hemogen,region of interest:Necessary for nuclear localization,sequence conflict,
ENSG00000002587	heparan sulfate-glucosamine 3-sulfotransferase 1(HS3ST1)	Homo sapiens				GO:0006024~glycosaminoglycan biosynthetic process,	GO:0005796~Golgi lumen,GO:0016021~integral component of membrane,	GO:0008146~sulfotransferase activity,GO:0008467~[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,	IPR000863:Sulfotransferase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,				3D-structure,Complete proteome,Disulfide bond,Glycoprotein,Golgi apparatus,Polymorphism,Reference proteome,Signal,Transferase,	binding site:PAPS,chain:Heparan sulfate glucosamine 3-O- sulfotransferase 1,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,nucleotide phosphate-binding region:PAPS,sequence variant,signal peptide,strand,turn,
ENSG00000114315	hes family bHLH transcription factor 1(HES1)	Homo sapiens		h_hesPathway:Segmentation Clock,		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001889~liver development,GO:0003143~embryonic heart tube morphogenesis,GO:0003151~outflow tract morphogenesis,GO:0003266~regulation of secondary heart field cardioblast proliferation,GO:0003281~ventricular septum development,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006461~protein complex assembly,GO:0007155~cell adhesion,GO:0007219~Notch signaling pathway,GO:0007224~smoothened signaling pathway,GO:0007262~STAT protein import into nucleus,GO:0007399~nervous system development,GO:0008284~positive regulation of cell proliferation,GO:0016477~cell migration,GO:0021537~telencephalon development,GO:0021555~midbrain-hindbrain boundary morphogenesis,GO:0021557~oculomotor nerve development,GO:0021558~trochlear nerve development,GO:0021575~hindbrain morphogenesis,GO:0021861~forebrain radial glial cell differentiation,GO:0021984~adenohypophysis development,GO:0030324~lung development,GO:0030513~positive regulation of BMP signaling pathway,GO:0030901~midbrain development,GO:0031016~pancreas development,GO:0035019~somatic stem cell population maintenance,GO:0035910~ascending aorta morphogenesis,GO:0042102~positive regulation of T cell proliferation,GO:0042517~positive regulation of tyrosine phosphorylation of Stat3 protein,GO:0042668~auditory receptor cell fate determination,GO:0043388~positive regulation of DNA binding,GO:0045598~regulation of fat cell differentiation,GO:0045608~negative regulation of auditory receptor cell differentiation,GO:0045747~positive regulation of Notch signaling pathway,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0045977~positive regulation of mitotic cell cycle, embryonic,GO:0046331~lateral inhibition,GO:0046427~positive regulation of JAK-STAT cascade,GO:0048469~cell maturation,GO:0048538~thymus development,GO:0048667~cell morphogenesis involved in neuron differentiation,GO:0048711~positive regulation of astrocyte differentiation,GO:0048715~negative regulation of oligodendrocyte differentiation,GO:0048844~artery morphogenesis,GO:0050678~regulation of epithelial cell proliferation,GO:0060122~inner ear receptor stereocilium organization,GO:0060164~regulation of timing of neuron differentiation,GO:0060253~negative regulation of glial cell proliferation,GO:0060412~ventricular septum morphogenesis,GO:0060675~ureteric bud morphogenesis,GO:0060716~labyrinthine layer blood vessel development,GO:0061009~common bile duct development,GO:0061106~negative regulation of stomach neuroendocrine cell differentiation,GO:0061309~cardiac neural crest cell development involved in outflow tract morphogenesis,GO:0061626~pharyngeal arch artery morphogenesis,GO:0072012~glomerulus vasculature development,GO:0072049~comma-shaped body morphogenesis,GO:0072050~S-shaped body morphogenesis,GO:0072141~renal interstitial fibroblast development,GO:0072282~metanephric nephron tubule morphogenesis,GO:0090102~cochlea development,GO:0090162~establishment of epithelial cell polarity,GO:0097084~vascular smooth muscle cell development,GO:0097150~neuronal stem cell population maintenance,GO:1903955~positive regulation of protein targeting to mitochondrion,GO:2000227~negative regulation of pancreatic A cell differentiation,GO:2000737~negative regulation of stem cell differentiation,GO:2000974~negative regulation of pro-B cell differentiation,GO:2000978~negative regulation of forebrain neuron differentiation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0042803~protein homodimerization activity,GO:0042826~histone deacetylase binding,GO:0043565~sequence-specific DNA binding,GO:0051087~chaperone binding,GO:0071820~N-box binding,	IPR003650:Orange,IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain,	hsa03460:Fanconi anemia pathway,hsa04330:Notch signaling pathway,hsa04950:Maturity onset diabetes of the young,			SM00353:HLH,SM00511:ORANGE,	3D-structure,Complete proteome,DNA-binding,Nucleus,Reference proteome,Repressor,Transcription,Transcription regulation,	chain:Transcription factor HES-1,compositionally biased region:Pro-rich,compositionally biased region:Ser/Thr-rich,DNA-binding region:Basic motif,domain:Helix-loop-helix motif,domain:Orange,modified residue,short sequence motif:WRPW motif,
ENSG00000078399	homeobox A9(HOXA9)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007275~multicellular organism development,GO:0007283~spermatogenesis,GO:0007338~single fertilization,GO:0008584~male gonad development,GO:0009952~anterior/posterior pattern specification,GO:0009954~proximal/distal pattern formation,GO:0030879~mammary gland development,GO:0035115~embryonic forelimb morphogenesis,GO:0042118~endothelial cell activation,GO:0045638~negative regulation of myeloid cell differentiation,GO:0048706~embryonic skeletal system development,GO:0060065~uterus development,GO:0060216~definitive hemopoiesis,	GO:0005634~nucleus,GO:0005667~transcription factor complex,GO:0005737~cytoplasm,	GO:0005515~protein binding,GO:0019899~enzyme binding,GO:0043565~sequence-specific DNA binding,	IPR001356:Homeodomain,IPR006711:Hox9, N-terminal activation domain,IPR009057:Homeodomain-like,IPR017112:Homeobox protein Hox9,IPR017970:Homeobox, conserved site,IPR020479:Homeodomain, metazoa,			PIRSF037109:homeobox protein, Hox9 type,	SM00389:HOX,	Chromosomal rearrangement,Complete proteome,Developmental protein,DNA-binding,Homeobox,Methylation,Nucleus,Proto-oncogene,Reference proteome,Transcription,Transcription regulation,	chain:Homeobox protein Hox-A9,DNA-binding region:Homeobox,sequence conflict,site:Breakpoint for translocation to form MSI2/HOXA9 fusion protein,
ENSG00000173917	homeobox B2(HOXB2)	Homo sapiens				GO:0002011~morphogenesis of an epithelial sheet,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007275~multicellular organism development,GO:0008015~blood circulation,GO:0009952~anterior/posterior pattern specification,GO:0009953~dorsal/ventral pattern formation,GO:0021569~rhombomere 3 development,GO:0021570~rhombomere 4 development,GO:0021612~facial nerve structural organization,GO:0048704~embryonic skeletal system morphogenesis,GO:0048857~neural nucleus development,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,	IPR001356:Homeodomain,IPR001827:Homeobox protein, antennapedia type, conserved site,IPR009057:Homeodomain-like,IPR017970:Homeobox, conserved site,IPR020479:Homeodomain, metazoa,				SM00389:HOX,	Complete proteome,Developmental protein,DNA-binding,Homeobox,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,	chain:Homeobox protein Hox-B2,DNA-binding region:Homeobox,modified residue,sequence conflict,short sequence motif:Antp-type hexapeptide,
ENSG00000182742	homeobox B4(HOXB4)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0002011~morphogenesis of an epithelial sheet,GO:0006351~transcription, DNA-templated,GO:0008283~cell proliferation,GO:0009952~anterior/posterior pattern specification,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048103~somatic stem cell division,GO:0048536~spleen development,GO:0048539~bone marrow development,GO:0048704~embryonic skeletal system morphogenesis,GO:0060216~definitive hemopoiesis,GO:0060218~hematopoietic stem cell differentiation,GO:2000738~positive regulation of stem cell differentiation,	GO:0005634~nucleus,	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,	IPR001356:Homeodomain,IPR001827:Homeobox protein, antennapedia type, conserved site,IPR009057:Homeodomain-like,IPR017970:Homeobox, conserved site,IPR017995:Homeobox protein, antennapedia type,IPR020479:Homeodomain, metazoa,				SM00389:HOX,	Complete proteome,Developmental protein,DNA-binding,Homeobox,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,	chain:Homeobox protein Hox-B4,compositionally biased region:Poly-Pro,compositionally biased region:Pro-rich (part of the transcriptional activation domain),DNA-binding region:Homeobox,short sequence motif:Antp-type hexapeptide,
ENSG00000164120	hydroxyprostaglandin dehydrogenase 15-(NAD)(HPGD)	Homo sapiens				GO:0006693~prostaglandin metabolic process,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007565~female pregnancy,GO:0007567~parturition,GO:0019372~lipoxygenase pathway,GO:0030728~ovulation,GO:0045786~negative regulation of cell cycle,GO:0055114~oxidation-reduction process,GO:0070493~thrombin receptor signaling pathway,GO:0097070~ductus arteriosus closure,GO:2001300~lipoxin metabolic process,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016323~basolateral plasma membrane,GO:0070062~extracellular exosome,	GO:0003824~catalytic activity,GO:0004957~prostaglandin E receptor activity,GO:0016404~15-hydroxyprostaglandin dehydrogenase (NAD+) activity,GO:0016491~oxidoreductase activity,GO:0042803~protein homodimerization activity,GO:0051287~NAD binding,GO:0070403~NAD+ binding,	IPR002347:Glucose/ribitol dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site,	hsa05202:Transcriptional misregulation in cancer,	119900~Digital clubbing, isolated congenital,259100~Cranioosteoarthropathy,259100~Hypertrophic osteoarthropathy, primary, autosomal recessive 1,			3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Disease mutation,Fatty acid metabolism,Lipid metabolism,NAD,Oxidoreductase,Polymorphism,Prostaglandin metabolism,Proteomics identification,Reference proteome,Tumor suppressor,	active site:Proton acceptor,binding site:NAD; via carbonyl oxygen,binding site:Substrate,chain:15-hydroxyprostaglandin dehydrogenase [NAD+],helix,mutagenesis site,nucleotide phosphate-binding region:NAD,sequence conflict,sequence variant,strand,turn,
