ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000130147	SH3 domain binding protein 4(SH3BP4)	Homo sapiens				GO:0006897~endocytosis,GO:0008285~negative regulation of cell proliferation,GO:0010508~positive regulation of autophagy,GO:0030308~negative regulation of cell growth,GO:0032007~negative regulation of TOR signaling,GO:0034260~negative regulation of GTPase activity,GO:0043090~amino acid import,GO:0050790~regulation of catalytic activity,GO:0061462~protein localization to lysosome,GO:0071230~cellular response to amino acid stimulus,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005905~clathrin-coated pit,GO:0030136~clathrin-coated vesicle,GO:0070062~extracellular exosome,	GO:0005092~GDP-dissociation inhibitor activity,GO:0005515~protein binding,GO:0017016~Ras GTPase binding,GO:0042802~identical protein binding,	IPR000906:ZU5,IPR001452:Src homology-3 domain,IPR011511:Variant SH3,				SM00326:SH3,	Alternative splicing,Coated pit,Complete proteome,Cytoplasmic vesicle,Endocytosis,Membrane,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,SH3 domain,	chain:SH3 domain-binding protein 4,domain:SH3,modified residue,mutagenesis site,sequence conflict,sequence variant,splice variant,
ENSG00000177045	SIX homeobox 5(SIX5)	Homo sapiens			Transcription,	GO:0002088~lens development in camera-type eye,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007286~spermatid development,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:1902723~negative regulation of skeletal muscle satellite cell proliferation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0043231~intracellular membrane-bounded organelle,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,	IPR001356:Homeodomain,IPR009057:Homeodomain-like,IPR017970:Homeobox, conserved site,		610896~Branchiootorenal syndrome 2,		SM00389:HOX,	Activator,Coiled coil,Complete proteome,Cytoplasm,Deafness,Developmental protein,Disease mutation,DNA-binding,Homeobox,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Homeobox protein SIX5,DNA-binding region:Homeobox,sequence conflict,sequence variant,splice variant,
ENSG00000065054	SLC9A3 regulator 2(SLC9A3R2)	Homo sapiens				GO:0006461~protein complex assembly,GO:0098609~cell-cell adhesion,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0005925~focal adhesion,GO:0012505~endomembrane system,GO:0016324~apical plasma membrane,GO:0070062~extracellular exosome,	GO:0005102~receptor binding,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0008022~protein C-terminus binding,GO:0019902~phosphatase binding,GO:0032947~protein complex scaffold,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR001478:PDZ domain,IPR015098:EBP50, C-terminal,IPR017300:Na(+)/H(+) exchange regulatory cofactor NHE-RF,	hsa04960:Aldosterone-regulated sodium reabsorption,		PIRSF037866:Na(+)/H(+) exchange regulatory cofactor NHE-RF,	SM00228:PDZ,	3D-structure,Alternative splicing,Cell membrane,Complete proteome,Membrane,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,	chain:Na(+)/H(+) exchange regulatory cofactor NHE-RF2,domain:PDZ 1,domain:PDZ 2,helix,modified residue,sequence conflict,splice variant,strand,
ENSG00000170365	SMAD family member 1(SMAD1)	Homo sapiens		h_alkPathway:ALK in cardiac myocytes,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,		GO:0000165~MAPK cascade,GO:0001657~ureteric bud development,GO:0001710~mesodermal cell fate commitment,GO:0002051~osteoblast fate commitment,GO:0006351~transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006954~inflammatory response,GO:0007165~signal transduction,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007183~SMAD protein complex assembly,GO:0007276~gamete generation,GO:0008285~negative regulation of cell proliferation,GO:0009880~embryonic pattern specification,GO:0010628~positive regulation of gene expression,GO:0030509~BMP signaling pathway,GO:0030901~midbrain development,GO:0030902~hindbrain development,GO:0031053~primary miRNA processing,GO:0042592~homeostatic process,GO:0045669~positive regulation of osteoblast differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051216~cartilage development,GO:0060038~cardiac muscle cell proliferation,GO:0060348~bone development,GO:0060395~SMAD protein signal transduction,GO:0061036~positive regulation of cartilage development,GO:1901522~positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005637~nuclear inner membrane,GO:0005654~nucleoplasm,GO:0005667~transcription factor complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0043234~protein complex,GO:0071141~SMAD protein complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000979~RNA polymerase II core promoter sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005057~receptor signaling protein activity,GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0030618~transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0046982~protein heterodimerization activity,GO:0070410~co-SMAD binding,GO:0070411~I-SMAD binding,GO:0070878~primary miRNA binding,	IPR001132:SMAD domain, Dwarfin-type,IPR003619:MAD homology 1, Dwarfin-type,IPR008984:SMAD/FHA domain,IPR013019:MAD homology, MH1,IPR013790:Dwarfin,IPR017855:SMAD domain-like,	hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05202:Transcriptional misregulation in cancer,			SM00523:DWA,SM00524:DWB,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,Zinc,	chain:Mothers against decapentaplegic homolog 1,compositionally biased region:Poly-Lys,compositionally biased region:Poly-Ser,domain:MH1,domain:MH2,helix,modified residue,mutagenesis site,strand,turn,
ENSG00000197122	SRC proto-oncogene, non-receptor tyrosine kinase(SRC)	Homo sapiens	85.Nuc_Rec-Coact_Complex,	h_achPathway:Role of nicotinic acetylcholine receptors in the regulation of apoptosis,h_agrPathway:Agrin in Postsynaptic Differentiation,h_at1rPathway:Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling,h_bArrestin-srcPathway:Roles of ï¿½-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling,h_cblPathway:CBL mediated ligand-induced downregulation of EGF receptors,h_cell2cellPathway:Cell to Cell Adhesion Signaling,h_ecmPathway:Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia,h_edg1Pathway:Phospholipids as signalling intermediaries,h_erkPathway:Erk1/Erk2 Mapk Signaling pathway,h_gabaPathway:Gamma-aminobutyric Acid Receptor Life Cycle,h_hbxPathway:Calcium Signaling by HBx of Hepatitis B virus,h_integrinPathway:Integrin Signaling Pathway,h_metPathway:Signaling of Hepatocyte Growth Factor Receptor,h_mPRPathway:How Progesterone Initiates the Oocyte Maturation,h_pelp1Pathway:Pelp1 Modulation of Estrogen Receptor Activity,h_pyk2Pathway:Links between Pyk2 and Map Kinases,h_rhoPathway:Rho cell motility signaling pathway,h_sam68Pathway:Regulation of Splicing through Sam68,h_sppaPathway:Aspirin Blocks Signaling Pathway Involved in Platelet Activation,h_spryPathway:Sprouty regulation of tyrosine kinase signals,h_srcRPTPPathway:Activation of Src by Protein-tyrosine phosphatase alpha,h_uCalpainPathway:uCalpain and friends in Cell spread,		GO:0002223~stimulatory C-type lectin receptor signaling pathway,GO:0007049~cell cycle,GO:0007165~signal transduction,GO:0007172~signal complex assembly,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007229~integrin-mediated signaling pathway,GO:0007417~central nervous system development,GO:0008283~cell proliferation,GO:0009612~response to mechanical stimulus,GO:0009615~response to virus,GO:0010447~response to acidic pH,GO:0010632~regulation of epithelial cell migration,GO:0010634~positive regulation of epithelial cell migration,GO:0010641~positive regulation of platelet-derived growth factor receptor signaling pathway,GO:0010907~positive regulation of glucose metabolic process,GO:0010954~positive regulation of protein processing,GO:0014911~positive regulation of smooth muscle cell migration,GO:0016337~single organismal cell-cell adhesion,GO:0018105~peptidyl-serine phosphorylation,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0022407~regulation of cell-cell adhesion,GO:0030168~platelet activation,GO:0030520~intracellular estrogen receptor signaling pathway,GO:0030900~forebrain development,GO:0031295~T cell costimulation,GO:0031648~protein destabilization,GO:0031667~response to nutrient levels,GO:0031954~positive regulation of protein autophosphorylation,GO:0032148~activation of protein kinase B activity,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0032463~negative regulation of protein homooligomerization,GO:0032869~cellular response to insulin stimulus,GO:0033146~regulation of intracellular estrogen receptor signaling pathway,GO:0033625~positive regulation of integrin activation,GO:0034332~adherens junction organization,GO:0034446~substrate adhesion-dependent cell spreading,GO:0034614~cellular response to reactive oxygen species,GO:0035556~intracellular signal transduction,GO:0036035~osteoclast development,GO:0036120~cellular response to platelet-derived growth factor stimulus,GO:0038083~peptidyl-tyrosine autophosphorylation,GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,GO:0038128~ERBB2 signaling pathway,GO:0042127~regulation of cell proliferation,GO:0042493~response to drug,GO:0042542~response to hydrogen peroxide,GO:0043065~positive regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043114~regulation of vascular permeability,GO:0043149~stress fiber assembly,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043393~regulation of protein binding,GO:0043406~positive regulation of MAP kinase activity,GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity,GO:0045056~transcytosis,GO:0045087~innate immune response,GO:0045124~regulation of bone resorption,GO:0045453~bone resorption,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0046628~positive regulation of insulin receptor signaling pathway,GO:0046777~protein autophosphorylation,GO:0048008~platelet-derived growth factor receptor signaling pathway,GO:0048010~vascular endothelial growth factor receptor signaling pathway,GO:0048011~neurotrophin TRK receptor signaling pathway,GO:0048013~ephrin receptor signaling pathway,GO:0048477~oogenesis,GO:0050715~positive regulation of cytokine secretion,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0050847~progesterone receptor signaling pathway,GO:0050900~leukocyte migration,GO:0051057~positive regulation of small GTPase mediated signal transduction,GO:0051385~response to mineralocorticoid,GO:0051602~response to electrical stimulus,GO:0051726~regulation of cell cycle,GO:0051895~negative regulation of focal adhesion assembly,GO:0051897~positive regulation of protein kinase B signaling,GO:0051902~negative regulation of mitochondrial depolarization,GO:0051974~negative regulation of telomerase activity,GO:0060065~uterus development,GO:0060444~branching involved in mammary gland duct morphogenesis,GO:0060491~regulation of cell projection assembly,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0070555~response to interleukin-1,GO:0071222~cellular response to lipopolysaccharide,GO:0071375~cellular response to peptide hormone stimulus,GO:0071393~cellular response to progesterone stimulus,GO:0071398~cellular response to fatty acid,GO:0071456~cellular response to hypoxia,GO:0071498~cellular response to fluid shear stress,GO:0071801~regulation of podosome assembly,GO:0071803~positive regulation of podosome assembly,GO:0071902~positive regulation of protein serine/threonine kinase activity,GO:0086098~angiotensin-activated signaling pathway involved in heart process,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:1900182~positive regulation of protein localization to nucleus,GO:2000394~positive regulation of lamellipodium morphogenesis,GO:2000573~positive regulation of DNA biosynthetic process,GO:2000641~regulation of early endosome to late endosome transport,GO:2000811~negative regulation of anoikis,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,GO:2001243~negative regulation of intrinsic apoptotic signaling pathway,GO:2001286~regulation of caveolin-mediated endocytosis,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005764~lysosome,GO:0005770~late endosome,GO:0005829~cytosol,GO:0005884~actin filament,GO:0005886~plasma membrane,GO:0005901~caveola,GO:0005913~cell-cell adherens junction,GO:0014069~postsynaptic density,GO:0031234~extrinsic component of cytoplasmic side of plasma membrane,GO:0032587~ruffle membrane,GO:0043005~neuron projection,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0004672~protein kinase activity,GO:0004713~protein tyrosine kinase activity,GO:0004715~non-membrane spanning protein tyrosine kinase activity,GO:0005070~SH3/SH2 adaptor activity,GO:0005080~protein kinase C binding,GO:0005102~receptor binding,GO:0005158~insulin receptor binding,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008022~protein C-terminus binding,GO:0016301~kinase activity,GO:0019899~enzyme binding,GO:0019900~kinase binding,GO:0020037~heme binding,GO:0030331~estrogen receptor binding,GO:0042169~SH2 domain binding,GO:0044325~ion channel binding,GO:0046875~ephrin receptor binding,GO:0051219~phosphoprotein binding,GO:0051427~hormone receptor binding,GO:0070851~growth factor receptor binding,GO:0097110~scaffold protein binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000719:Protein kinase, catalytic domain,IPR000980:SH2 domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR001452:Src homology-3 domain,IPR008266:Tyrosine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,IPR020635:Tyrosine-protein kinase, catalytic domain,	hsa04012:ErbB signaling pathway,hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04144:Endocytosis,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa04530:Tight junction,hsa04540:Gap junction,hsa04611:Platelet activation,hsa04727:GABAergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04810:Regulation of actin cytoskeleton,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05219:Bladder cancer,	Colon cancer, advanced, somatic~Colon cancer, advanced, somatic,		SM00219:TyrKc,SM00252:SH2,SM00326:SH3,	3D-structure,Alternative splicing,ATP-binding,Cell adhesion,Cell cycle,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,Host-virus interaction,Immunity,Kinase,Lipoprotein,Membrane,Mitochondrion,Mitochondrion inner membrane,Myristate,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proto-oncogene,Reference proteome,SH2 domain,SH3 domain,Transferase,Tyrosine-protein kinase,Ubl conjugation,	active site:Proton acceptor,binding site:ATP,chain:Proto-oncogene tyrosine-protein kinase Src,domain:Protein kinase,domain:SH2,domain:SH3,helix,lipid moiety-binding region:N-myristoyl glycine,modified residue,nucleotide phosphate-binding region:ATP,sequence variant,splice variant,strand,turn,
ENSG00000124766	SRY-box 4(SOX4)	Homo sapiens				GO:0001501~skeletal system development,GO:0001841~neural tube formation,GO:0002328~pro-B cell differentiation,GO:0003183~mitral valve morphogenesis,GO:0003211~cardiac ventricle formation,GO:0003215~cardiac right ventricle morphogenesis,GO:0003289~atrial septum primum morphogenesis,GO:0003357~noradrenergic neuron differentiation,GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,GO:0007507~heart development,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0014009~glial cell proliferation,GO:0021510~spinal cord development,GO:0021522~spinal cord motor neuron differentiation,GO:0021782~glial cell development,GO:0030177~positive regulation of Wnt signaling pathway,GO:0030217~T cell differentiation,GO:0031018~endocrine pancreas development,GO:0031397~negative regulation of protein ubiquitination,GO:0031647~regulation of protein stability,GO:0032024~positive regulation of insulin secretion,GO:0035019~somatic stem cell population maintenance,GO:0035910~ascending aorta morphogenesis,GO:0042593~glucose homeostasis,GO:0042769~DNA damage response, detection of DNA damage,GO:0043065~positive regulation of apoptotic process,GO:0045727~positive regulation of translation,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046826~negative regulation of protein export from nucleus,GO:0048485~sympathetic nervous system development,GO:0050821~protein stabilization,GO:0060070~canonical Wnt signaling pathway,GO:0060174~limb bud formation,GO:0060412~ventricular septum morphogenesis,GO:0060548~negative regulation of cell death,GO:0060563~neuroepithelial cell differentiation,GO:0060993~kidney morphogenesis,GO:0071333~cellular response to glucose stimulus,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:2000761~positive regulation of N-terminal peptidyl-lysine acetylation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0044798~nuclear transcription factor complex,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0001046~core promoter sequence-specific DNA binding,GO:0001071~nucleic acid binding transcription factor activity,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001105~RNA polymerase II transcription coactivator activity,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0046982~protein heterodimerization activity,	IPR009071:High mobility group (HMG) box domain,				SM00398:HMG,	Activator,Complete proteome,DNA-binding,Nucleus,Reference proteome,Transcription,Transcription regulation,	chain:Transcription factor SOX-4,compositionally biased region:Poly-Ser,DNA-binding region:HMG box,modified residue,sequence conflict,
ENSG00000064225	ST3 beta-galactoside alpha-2,3-sialyltransferase 6(ST3GAL6)	Homo sapiens				GO:0001574~ganglioside biosynthetic process,GO:0006464~cellular protein modification process,GO:0006486~protein glycosylation,GO:0006664~glycolipid metabolic process,GO:0009311~oligosaccharide metabolic process,GO:0018146~keratan sulfate biosynthetic process,GO:0018279~protein N-linked glycosylation via asparagine,GO:0071354~cellular response to interleukin-6,GO:0097503~sialylation,	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,GO:0030173~integral component of Golgi membrane,GO:0070062~extracellular exosome,	GO:0003836~beta-galactoside (CMP) alpha-2,3-sialyltransferase activity,GO:0008373~sialyltransferase activity,GO:0052798~beta-galactoside alpha-2,3-sialyltransferase activity,	IPR001675:Glycosyl transferase, family 29,IPR012163:Sialyltransferase,	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,		PIRSF005557:sialyltransferase,		Alternative splicing,Complete proteome,Glycoprotein,Glycosyltransferase,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:Type 2 lactosamine alpha-2,3- sialyltransferase,glycosylation site:N-linked (GlcNAc...),sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000070526	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1(ST6GALNAC1)	Homo sapiens				GO:0001574~ganglioside biosynthetic process,GO:0006486~protein glycosylation,GO:0009311~oligosaccharide metabolic process,GO:0009312~oligosaccharide biosynthetic process,GO:0018279~protein N-linked glycosylation via asparagine,GO:0097503~sialylation,	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,	GO:0001665~alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity,GO:0008373~sialyltransferase activity,	IPR001675:Glycosyl transferase, family 29,	hsa00512:Mucin type O-Glycan biosynthesis,hsa01100:Metabolic pathways,				Complete proteome,Disulfide bond,Glycoprotein,Glycosyltransferase,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:Alpha-N-acetylgalactosaminide alpha-2,6- sialyltransferase 1,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000157703	SVOP like(SVOPL)	Homo sapiens				GO:0055085~transmembrane transport,	GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,GO:0022891~substrate-specific transmembrane transporter activity,	IPR005828:General substrate transporter,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,					Alternative splicing,Complete proteome,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Putative transporter SVOPL,sequence variant,splice variant,transmembrane region,
ENSG00000164744	Sad1 and UNC84 domain containing 3(SUN3)	Homo sapiens				GO:0006998~nuclear envelope organization,GO:0090286~cytoskeletal anchoring at nuclear membrane,	GO:0005635~nuclear envelope,GO:0016021~integral component of membrane,GO:0034993~LINC complex,		IPR012919:Sad1/UNC-like, C-terminal,					Alternative splicing,Coiled coil,Complete proteome,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,	chain:Sad1/unc-84 domain-containing protein 1,domain:SUN,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000167182	Sp2 transcription factor(SP2)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006955~immune response,GO:0035264~multicellular organism growth,	GO:0005634~nucleus,	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0042826~histone deacetylase binding,GO:0046872~metal ion binding,	IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,				SM00355:ZnF_C2H2,	Activator,Alternative splicing,Complete proteome,DNA-binding,Metal-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Transcription factor Sp2,modified residue,splice variant,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,
ENSG00000073861	T-box 21(TBX21)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007275~multicellular organism development,GO:0009615~response to virus,GO:0030217~T cell differentiation,GO:0045893~positive regulation of transcription, DNA-templated,GO:0048304~positive regulation of isotype switching to IgG isotypes,GO:0071310~cellular response to organic substance,GO:0072676~lymphocyte migration,	GO:0005634~nucleus,GO:0043025~neuronal cell body,	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,	IPR001699:Transcription factor, T-box,IPR008967:p53-like transcription factor, DNA-binding,IPR018186:Transcription factor, T-box, conserved site,	hsa05321:Inflammatory bowel disease (IBD),	208550~Asthma and nasal polyps,208550~Asthma, aspirin-induced, susceptibility to,		SM00425:TBOX,	Activator,Asthma,Complete proteome,DNA-binding,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:T-box transcription factor TBX21,DNA-binding region:T-box,sequence variant,
ENSG00000048462	TNF receptor superfamily member 17(TNFRSF17)	Homo sapiens		h_tall1Pathway:TACI and BCMA stimulation of B cell immune responses.,		GO:0002250~adaptive immune response,GO:0002260~lymphocyte homeostasis,GO:0007165~signal transduction,GO:0007275~multicellular organism development,GO:0008283~cell proliferation,GO:0033209~tumor necrosis factor-mediated signaling pathway,	GO:0005886~plasma membrane,GO:0012505~endomembrane system,GO:0016021~integral component of membrane,	GO:0004872~receptor activity,	IPR015337:BCMA, TALL-1 binding,IPR022320:Tumour necrosis factor receptor 17,	hsa04060:Cytokine-cytokine receptor interaction,hsa04672:Intestinal immune network for IgA production,		PIRSF011859:tumor necrosis factor receptor superfamily member 17,		3D-structure,Adaptive immunity,Alternative splicing,Cell membrane,Chromosomal rearrangement,Complete proteome,Disulfide bond,Immunity,Membrane,Polymorphism,Proteomics identification,Proto-oncogene,Receptor,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Tumor necrosis factor receptor superfamily member 17,disulfide bond,helix,repeat:TNFR-Cys,sequence variant,site:Breakpoint for translocation to form IL2/TNFRSF17 oncogene,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000186891	TNF receptor superfamily member 18(TNFRSF18)	Homo sapiens				GO:0002687~positive regulation of leukocyte migration,GO:0006954~inflammatory response,GO:0006955~immune response,GO:0007165~signal transduction,GO:0007275~multicellular organism development,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0032496~response to lipopolysaccharide,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0042127~regulation of cell proliferation,GO:0042511~positive regulation of tyrosine phosphorylation of Stat1 protein,GO:0043066~negative regulation of apoptotic process,GO:0045785~positive regulation of cell adhesion,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,	GO:0005031~tumor necrosis factor-activated receptor activity,	IPR001368:TNFR/NGFR cysteine-rich region,IPR022318:Tumour necrosis factor receptor 18,	hsa04060:Cytokine-cytokine receptor interaction,			SM00208:TNFR,	Alternative splicing,Apoptosis,Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Membrane,Polymorphism,Proteomics identification,Receptor,Reference proteome,Repeat,Secreted,Signal,Transmembrane,Transmembrane helix,	chain:Tumor necrosis factor receptor superfamily member 18,disulfide bond,glycosylation site:N-linked (GlcNAc...),repeat:TNFR-Cys 1,repeat:TNFR-Cys 2,repeat:TNFR-Cys 3,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000127863	TNF receptor superfamily member 19(TNFRSF19)	Homo sapiens				GO:0001942~hair follicle development,GO:0006915~apoptotic process,GO:0007254~JNK cascade,GO:0009888~tissue development,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0046330~positive regulation of JNK cascade,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004872~receptor activity,GO:0005031~tumor necrosis factor-activated receptor activity,	IPR001368:TNFR/NGFR cysteine-rich region,IPR022342:Tumour necrosis factor receptor 19,	hsa04060:Cytokine-cytokine receptor interaction,			SM00208:TNFR,	Alternative splicing,Apoptosis,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Tumor necrosis factor receptor superfamily member 19,disulfide bond,glycosylation site:N-linked (GlcNAc...),repeat:TNFR-Cys 1,repeat:TNFR-Cys 2,repeat:TNFR-Cys 3,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
